2270145999667626,-0.17213538,-0.098924614,9.85367,-0.0012839425,0.004299625,-0.0017381306
2270146018960543,-0.17452948,-0.086954124,9.832123,0.00054865156,-0.00058729306,-0.0017381306
2270146057545595,-0.18889406,-0.09653051,9.779453,-0.0018948072,0.013462598,-0.0023489953
2270146096130647,-0.18171176,-0.10610691,9.8417,-0.0018948072,0.0067430837,-0.0017381306
2270146154007835,-0.17931767,-0.098924614,9.834518,-0.0012839425,0.0073539494,-0.0017381306
2270146192593668,-0.17213538,-0.09413642,9.868035,-0.0012839425,0.0030778972,-0.0023489953
2270146250470856,-0.16974127,-0.098924614,9.863247,-0.0037274014,0.0024670316,-0.0017381306
2270146289055908,-0.17452948,-0.08934822,9.803394,0.0011595163,0.0030778972,-0.0023489953
2270146327640960,-0.15537667,-0.09653051,9.884794,0.009100758,-0.030519662,-0.0035707247
2270146385518147,-0.1122829,-0.10131872,9.980558,0.016431134,-0.07083674,-0.005403319
2270146424103981,-0.14340618,-0.06540723,9.767483,0.00421384,0.0024670316,-0.0035707247
2270146481981168,-0.15537667,-0.07737773,9.750724,-0.019609885,0.083101176,0.0049813814
2270146520566220,-0.21522915,-0.132442,9.937464,-0.05259658,0.081879444,0.003759652
2270146578444189,-0.22241145,-0.10610691,9.78903,-0.009836049,0.03178854,0.0031487872
2270146617028460,-0.14819439,-0.11089511,9.901552,-0.011057778,0.03178854,0.0043705166
2270146655614293,-0.2631111,-0.11328921,9.745936,-0.02938372,0.13563554,-0.00051640114
2270146713491481,-0.5360384,-0.25932923,9.880005,-0.0990223,0.21810228,0.034913752
2270146752076533,-0.02370125,-0.06540723,10.301367,-0.10818527,0.27369094,0.13876075
2270146809954501,-0.45703313,0.066268206,8.702109,-0.081307225,0.29201692,0.070343904
2270146848538772,-1.2949677,-0.62323225,9.844094,-0.22974734,0.2107719,0.006203111
2270146906416741,-0.84008896,-0.64956737,10.614994,-0.19126286,-0.032963123,0.02697251
